Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",24.35,24.35,23,23,Meas A,0,0,De=1st Ex=Top Em=Top,1,6/4/2025 4:16:52 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,,1033,1598,781,944,1206,784,1104,1813,859,439,,
B,,525,516,505,388,371,456,400,580,510,536,,
C,,1011,974,918,1109,883,848,1069,979,878,422,,
D,,375,497,474,450,433,431,510,468,449,467,,
E,,865,462,567,778,359,722,1117,587,776,,,
F,,490,790,467,446,544,508,435,417,395,,,
G,,890,758,670,846,493,750,866,591,787,,,
H,,397,478,450,517,445,419,486,558,434,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",24.35,24.35,23,23,Meas B,0,0,De=1st Ex=Btm Em=N/A,1,6/4/2025 4:16:52 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,33053,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,,0.4430,0.4080,0.3940,0.3570,0.4370,0.3820,0.3850,0.3940,0.3350,0.0390,,
B,,0.0680,0.0840,0.0590,0.0620,0.0490,0.0500,0.0620,0.0810,0.0500,0.0380,,
C,,0.4090,0.4010,0.3880,0.3400,0.3100,0.4210,0.3990,0.3920,0.3550,0.0370,,
D,,0.0730,0.0690,0.0730,0.0490,0.0450,0.0490,0.0590,0.0690,0.0510,0.0400,,
E,,0.3760,0.0750,0.3440,0.3790,0.3960,0.3980,0.3830,0.3730,0.2810,,,
F,,0.0740,0.3540,0.0800,0.0660,0.0800,0.0650,0.0480,0.0630,0.0640,,,
G,,0.3800,0.3650,0.3670,0.4260,0.3850,0.3680,0.3700,0.3850,0.3760,,,
H,,0.0730,0.0730,0.0650,0.0700,0.0850,0.0660,0.0640,0.0700,0.0620,,,


Basic assay information 
Assay ID: ,,,,11951
Assay Started: ,,,,6/4/2025 4:14:38 PM
Assay Finished: ,,,,6/4/2025 4:17:03 PM
Assay Exported: ,,,,6/4/2025 4:17:05 PM
Assay Started By: ,,,,N/A
Protocol ID: ,,,,100242
Protocol Name: ,,,,1time-mScarlet-DO NOT MODIFY IF ITS NOT YOURS
Serial#: ,,,,="23000566"



Protocol information
Protocol:
Protocol name,,,,1time-mScarlet-DO NOT MODIFY IF ITS NOT YOURS
Number of assay repeats,,,,1
Start assay repeat each,,,,N/A
Number of plate repeats,,,,1
Start plate repeat each,,,,N/A
Mode of measurement,,,,By Rows
Rotated plate,,,,No
Soft move,,,,No
Protocol notes,,,, 

Plate type:
Name of the plate type,,,,96 General
Number of rows,,,,8
Number of columns,,,,12
Number of the wells in the plate,,,,96
Height of the plate,,,,14.35 mm
Diameter of the well,,,,6.5 mm
Volume of the well,,,,300 µl
Optimized,,,,N/A

Coordinates of corners:
96 General
14.38 mm x------------------------------------------------------ x 113.38 mm
11.24 mm                                                           11.24 mm

14.38 mm x------------------------------------------------------ x 113.38 mm
74.24 mm                                                           74.24 mm

Platemap:
Plate,,,,1

,01,02,03,04,05,06,07,08,09,10,11,12,
A,     ,UNK2 ,UNK3 ,UNK4 ,UNK5 ,UNK6 ,UNK7 ,UNK8 ,UNK9 ,UNK10,UNK74,     
B,     ,UNK11,UNK12,UNK13,UNK14,UNK15,UNK16,UNK17,UNK18,UNK19,UNK75,     
C,     ,UNK20,UNK21,UNK22,UNK23,UNK24,UNK25,UNK26,UNK27,UNK28,UNK76,     
D,     ,UNK29,UNK30,UNK31,UNK32,UNK33,UNK34,UNK35,UNK36,UNK37,UNK77,     
E,     ,UNK38,UNK39,UNK40,UNK41,UNK42,UNK43,UNK44,UNK45,UNK46,     ,     
F,     ,UNK47,UNK48,UNK49,UNK50,UNK51,UNK52,UNK53,UNK54,UNK55,     ,     
G,     ,UNK56,UNK57,UNK58,UNK59,UNK60,UNK61,UNK62,UNK63,UNK64,     ,     
H,     ,UNK65,UNK66,UNK67,UNK68,UNK69,UNK70,UNK71,UNK72,UNK73,     ,     

 UNK - Unknown

Calculations:
No calculations.

Auto export parameters:
Export format,,,,Plate5
Picture,,,,No
