Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",24.55,24.55,22.1,22,Meas A,0,0,De=1st Ex=Top Em=Top,1,6/4/2025 7:13:41 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,

Results for Meas A -  (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,,419,369,554,477,406,591,571,404,527,432,,
B,,960,530,1121,885,362,1016,853,756,1236,350,,
C,,535,401,444,453,396,503,487,468,496,407,,
D,,976,553,1493,789,356,923,789,810,1185,403,,
E,,469,556,590,426,417,462,549,461,532,,,
F,,1034,1233,1469,1156,1137,1278,932,1037,1440,,,
G,,469,677,651,576,419,557,503,713,436,,,
H,,1036,2773,1471,1257,1790,1186,965,2343,1546,,,

Plate information 
Plate,Repeat,Barcode,Chamber temperature at start,Chamber temperature at end,Ambient temperature at start,Ambient temperature at end,Meas,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,="",24.55,24.55,22.1,22,Meas B,0,0,De=1st Ex=Btm Em=N/A,1,6/4/2025 7:13:41 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Meas B,0,33117,10,00:00:00.000,De=1st Ex=Btm Em=N/A,

Results for Meas B -  (A)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,,0.2200,0.2750,0.1980,0.1910,0.2300,0.1760,0.1780,0.1650,0.1510,0.0400,,
B,,0.4080,0.4130,0.4130,0.3970,0.4240,0.4150,0.4400,0.3290,0.4440,0.0390,,
C,,0.2190,0.1780,0.1360,0.1730,0.2100,0.1900,0.2290,0.1960,0.1610,0.0370,,
D,,0.2800,0.4180,0.4230,0.3620,0.3500,0.3750,0.3360,0.3550,0.3970,0.0390,,
E,,0.1560,0.1750,0.1640,0.1260,0.0800,0.1120,0.1610,0.1490,0.1630,,,
F,,0.3760,0.3740,0.3860,0.3810,0.2740,0.2370,0.3730,0.3760,0.3690,,,
G,,0.1310,0.2030,0.1670,0.1140,0.1050,0.1300,0.1360,0.1870,0.1520,,,
H,,0.3470,0.3570,0.3550,0.3530,0.4020,0.1980,0.3830,0.3750,0.3360,,,


Basic assay information 
Assay ID: ,,,,11956
Assay Started: ,,,,6/4/2025 7:11:27 PM
Assay Finished: ,,,,6/4/2025 7:13:52 PM
Assay Exported: ,,,,6/4/2025 7:13:54 PM
Assay Started By: ,,,,N/A
Protocol ID: ,,,,100242
Protocol Name: ,,,,1time-mScarlet-DO NOT MODIFY IF ITS NOT YOURS
Serial#: ,,,,="23000566"



Protocol information
Protocol:
Protocol name,,,,1time-mScarlet-DO NOT MODIFY IF ITS NOT YOURS
Number of assay repeats,,,,1
Start assay repeat each,,,,N/A
Number of plate repeats,,,,1
Start plate repeat each,,,,N/A
Mode of measurement,,,,By Rows
Rotated plate,,,,No
Soft move,,,,No
Protocol notes,,,, 

Plate type:
Name of the plate type,,,,96 General
Number of rows,,,,8
Number of columns,,,,12
Number of the wells in the plate,,,,96
Height of the plate,,,,14.35 mm
Diameter of the well,,,,6.5 mm
Volume of the well,,,,300 µl
Optimized,,,,N/A

Coordinates of corners:
96 General
14.38 mm x------------------------------------------------------ x 113.38 mm
11.24 mm                                                           11.24 mm

14.38 mm x------------------------------------------------------ x 113.38 mm
74.24 mm                                                           74.24 mm

Platemap:
Plate,,,,1

,01,02,03,04,05,06,07,08,09,10,11,12,
A,     ,UNK2 ,UNK3 ,UNK4 ,UNK5 ,UNK6 ,UNK7 ,UNK8 ,UNK9 ,UNK10,UNK74,     
B,     ,UNK11,UNK12,UNK13,UNK14,UNK15,UNK16,UNK17,UNK18,UNK19,UNK75,     
C,     ,UNK20,UNK21,UNK22,UNK23,UNK24,UNK25,UNK26,UNK27,UNK28,UNK76,     
D,     ,UNK29,UNK30,UNK31,UNK32,UNK33,UNK34,UNK35,UNK36,UNK37,UNK77,     
E,     ,UNK38,UNK39,UNK40,UNK41,UNK42,UNK43,UNK44,UNK45,UNK46,     ,     
F,     ,UNK47,UNK48,UNK49,UNK50,UNK51,UNK52,UNK53,UNK54,UNK55,     ,     
G,     ,UNK56,UNK57,UNK58,UNK59,UNK60,UNK61,UNK62,UNK63,UNK64,     ,     
H,     ,UNK65,UNK66,UNK67,UNK68,UNK69,UNK70,UNK71,UNK72,UNK73,     ,     

 UNK - Unknown

Calculations:
No calculations.

Auto export parameters:
Export format,,,,Plate5
Picture,,,,No
Add plate number to the file name,,,,Yes
